"","Date","Time","Latitude","Longitude","Type","Depth","Depth.Error","Depth.Seismic.Stations","Magnitude","Magnitude.Type","Magnitude.Error","Magnitude.Seismic.Stations","Azimuthal.Gap","Horizontal.Distance","Horizontal.Error","Root.Mean.Square","ID","Source","Location.Source","Magnitude.Source","Status","Year"
"23161","06/28/2016","22:46:47",-14.6436,166.4585,"Earthquake",9,1.7,NA,5.8,"MWW",NA,NA,24,6.145,7.8,0.9,"US200067R2","US","US","US","Reviewed","2016"
"23162","06/30/2016","11:30:33",-16.0558,167.4701,"Earthquake",27,1.8,NA,6,"MWW",NA,NA,22,4.701,7.3,1.37,"US10005YP3","US","US","US","Reviewed","2016"
"23163","07/04/2016","09:25:39",-10.6273,164.9682,"Earthquake",44,1.9,NA,5.9,"MWW",NA,NA,28,5.083,8.1,0.97,"US10005ZSP","US","US","US","Reviewed","2016"
"23164","07/06/2016","01:01:58",-56.7696,-142.0798,"Earthquake",10,1.8,NA,5.8,"MWW",NA,NA,70,27.255,13.2,1.36,"US10006153","US","US","US","Reviewed","2016"
"23165","07/08/2016","04:28:43",-0.4071,-80.8075,"Earthquake",7.1,2.7,NA,5.5,"MWB",0.06,27,30,2.218,5.1,0.87,"US100061TJ","US","US","US","Reviewed","2016"
"23166","07/10/2016","02:32:42",-35.8108,-103.2511,"Earthquake",10,1.7,NA,5.6,"MWB",0.073,18,46,10.092,10.6,0.65,"US100062B1","US","US","US","Reviewed","2016"
"23167","07/10/2016","13:41:53",-15.0284,-172.8764,"Earthquake",8,1.7,NA,5.8,"MWW",NA,NA,70,1.539,7.5,0.8,"US100062DW","US","US","US","Reviewed","2016"
"23168","07/10/2016","13:44:41",-15.083,-173.2011,"Earthquake",8,1.8,NA,6,"MWW",NA,NA,35,1.806,9.1,0.74,"US100062EA","US","US","US","Reviewed","2016"
"23169","07/10/2016","16:32:50",-14.6192,167.3857,"Earthquake",164.84,4.2,NA,5.6,"MWW",NA,NA,52,6.125,8.3,0.64,"US100062ET","US","US","US","Reviewed","2016"
"23170","07/11/2016","02:01:10",0.5874,-79.6358,"Earthquake",17,1.6,NA,5.9,"MWW",NA,NA,47,1.234,6.1,1.1,"US100062HD","US","US","US","Reviewed","2016"
"23171","07/11/2016","02:11:05",0.5812,-79.638,"Earthquake",21,1.5,NA,6.3,"MWW",NA,NA,37,1.235,4.4,1.01,"US100062HG","US","US","US","Reviewed","2016"
"23172","07/12/2016","08:48:44",-6.4391,147.4614,"Earthquake",43.25,4.5,NA,5.6,"MWW",NA,NA,16,2.961,2.6,1.39,"US100062VF","US","US","US","Reviewed","2016"
"23173","07/13/2016","11:56:58",-28.0101,-176.4143,"Earthquake",10,1.7,NA,5.9,"MWW",NA,NA,74,1.813,4.6,1.13,"US1000638J","US","US","US","Reviewed","2016"
"23174","07/13/2016","12:11:13",-28.0052,-176.443,"Earthquake",12,1.7,NA,6.3,"MWW",NA,NA,40,1.797,7.9,1.01,"US1000638M","US","US","US","Reviewed","2016"
"23175","07/13/2016","12:18:33",-28.109,-176.5308,"Earthquake",10,1.7,NA,5.9,"MWC",NA,NA,50,1.67,8.4,0.79,"US1000638N","US","US","GCMT","Reviewed","2016"
"23176","07/13/2016","13:04:25",-27.9244,-176.5252,"Earthquake",10,1.8,NA,5.8,"MWW",NA,NA,51,1.804,8.2,0.71,"US10006391","US","US","US","Reviewed","2016"
"23177","07/15/2016","10:16:55",-28.176,-176.3523,"Earthquake",10,1.7,NA,5.6,"MWB",0.068,21,44,1.747,8.8,0.95,"US20006EWT","US","US","US","Reviewed","2016"
"23178","07/15/2016","18:02:49",35.2083,-35.2241,"Earthquake",16.01,3.9,NA,5.5,"MWB",0.035,77,52,6.593,9.3,0.76,"US20006F14","US","US","US","Reviewed","2016"
"23179","07/19/2016","05:18:40",-30.2523,-71.9722,"Earthquake",8.01,2.6,NA,5.8,"MWW",NA,NA,82,0.511,5.1,1.44,"US20006FPN","US","US","US","Reviewed","2016"
"23180","07/20/2016","15:13:17",-18.9285,169.0547,"Earthquake",167,1.8,NA,6.1,"MWW",NA,NA,18,2.509,7.2,0.98,"US20006G6L","US","US","US","Reviewed","2016"
"23181","07/23/2016","01:00:21",47.6981,146.9212,"Earthquake",408,1.8,NA,5.8,"MWW",NA,NA,31,2.925,8.5,0.81,"US20006H0D","US","US","US","Reviewed","2016"
"23182","07/23/2016","07:41:45",-6.7596,101.2175,"Earthquake",9,1.9,NA,5.5,"MWW",NA,NA,87,2.945,4.7,0.66,"US20006H25","US","US","US","Reviewed","2016"
"23183","07/23/2016","08:51:59",14.8899,-103.5251,"Earthquake",10,1.8,NA,5.5,"MB",0.041,210,83,3.348,7.8,1.03,"US20006H2E","US","US","US","Reviewed","2016"
"23185","07/23/2016","20:09:23",-15.1308,-173.6725,"Earthquake",37,1.9,NA,5.9,"MWW",NA,NA,20,2.2,7.7,0.69,"US20006H4K","US","US","US","Reviewed","2016"
"23186","07/24/2016","14:10:51",0.915,-28.9702,"Earthquake",10,1.8,NA,5.7,"MWB",0.033,89,27,9.631,8.8,0.62,"US20006H9G","US","US","US","Reviewed","2016"
"23187","07/25/2016","08:58:31",-49.4848,126.2657,"Earthquake",10,1.6,NA,5.8,"MWW",NA,NA,22,15.965,3.9,0.99,"US20006HDI","US","US","US","Reviewed","2016"
"23188","07/25/2016","09:00:28",-49.4245,126.3706,"Earthquake",10,1.8,NA,5.5,"MB",0.093,40,53,15.883,11.7,0.99,"US100068C5","US","US","US","Reviewed","2016"
"23189","07/25/2016","17:26:50",-26.1067,-70.5111,"Earthquake",72,1.7,NA,6.1,"MWW",NA,NA,25,0.088,4.9,0.68,"US20006HI2","US","US","US","Reviewed","2016"
"23190","07/25/2016","19:38:46",-2.969,148.0345,"Earthquake",14,1.7,NA,6.4,"MWW",NA,NA,12,1.136,6.8,0.73,"US20006HKB","US","US","US","Reviewed","2016"
"23191","07/26/2016","05:49:19",-0.2711,-18.6431,"Earthquake",10,1.7,NA,5.9,"MWB",0.032,94,38,8.573,8.1,1.18,"US20006HNX","US","US","US","Reviewed","2016"
"23192","07/26/2016","08:04:20",-16.036,167.45,"Earthquake",31,1.8,NA,5.8,"MWW",NA,NA,21,5.403,7.3,1.46,"US20006HPX","US","US","US","Reviewed","2016"
"23193","07/27/2016","01:25:13",-44.4113,-79.0594,"Earthquake",10,1.8,NA,5.9,"MWW",NA,NA,53,4.117,8.6,1.32,"US20006HZU","US","US","US","Reviewed","2016"
"23194","07/29/2016","21:18:25",18.5429,145.5073,"Earthquake",196,1.8,NA,7.7,"MWW",NA,NA,14,3.294,7.5,1.38,"US100068JG","US","US","US","Reviewed","2016"
"23195","07/29/2016","21:26:59",18.7561,145.4878,"Earthquake",187.78,5.1,NA,5.6,"MB",0.043,191,33,3.507,10,0.71,"US100069RR","US","US","US","Reviewed","2016"
"23196","07/30/2016","13:19:08",-6.9459,155.8087,"Earthquake",37,1.9,NA,5.6,"MWW",NA,NA,79,4.544,7.8,0.79,"US100068RP","US","US","US","Reviewed","2016"
"23197","07/31/2016","11:33:21",-56.2564,-27.5372,"Earthquake",99,1.8,NA,5.9,"MWW",NA,NA,21,5.485,8.7,0.79,"US100068YV","US","US","US","Reviewed","2016"
"23198","07/31/2016","23:40:02",-8.1935,117.8136,"Earthquake",21,1.7,NA,5.6,"MWW",NA,NA,45,3.633,7,1.14,"US1000692A","US","US","US","Reviewed","2016"
"23199","08/01/2016","07:42:51",-23.9646,82.5565,"Earthquake",10,1.6,NA,5.6,"MWW",NA,NA,34,18.292,8.3,0.95,"US1000694I","US","US","US","Reviewed","2016"
"23200","08/02/2016","07:32:29",-58.7496,-25.5494,"Earthquake",34,1.7,NA,5.6,"MWW",NA,NA,28,7.522,9,0.87,"US100069EE","US","US","US","Reviewed","2016"
"23201","08/04/2016","14:15:13",-22.3343,-66.0078,"Earthquake",270,1.9,NA,6.2,"MWW",NA,NA,20,2.097,7.5,1.03,"US10006A1D","US","US","US","Reviewed","2016"
"23202","08/04/2016","16:24:34",24.9447,142.0141,"Earthquake",510,1.9,NA,6.3,"MWW",NA,NA,13,2.147,8,0.77,"US10006A2K","US","US","US","Reviewed","2016"
"23203","08/05/2016","12:34:15",-23.9235,82.434,"Earthquake",10,1.6,NA,5.5,"MWW",NA,NA,34,14.442,9.2,0.87,"US10006AAJ","US","US","US","Reviewed","2016"
"23204","08/12/2016","01:26:36",-22.4765,173.1167,"Earthquake",16.37,2.6,NA,7.2,"MWW",NA,NA,14,4.823,6.7,0.9,"US10006D5H","US","US","US","Reviewed","2016"
"23205","08/12/2016","03:29:33",-25.1758,-177.3433,"Earthquake",112.85,4.1,NA,6.1,"MWW",NA,NA,20,4.086,9.3,0.86,"US10006D6D","US","US","US","Reviewed","2016"
"23206","08/14/2016","04:09:48",-27.348,-176.2612,"Earthquake",10,1.7,NA,5.5,"MB",0.037,258,31,2.394,4.5,0.96,"US10006DPP","US","US","US","Reviewed","2016"
"23207","08/14/2016","11:15:15",50.4696,142.2749,"Earthquake",11,1.7,NA,5.7,"MWW",NA,NA,46,3.528,7.2,0.83,"US10006DR1","US","US","US","Reviewed","2016"
"23208","08/14/2016","16:28:56",51.5437,179.5022,"Earthquake",65,1.8,NA,5.6,"MWW",NA,NA,27,0.209,6.9,0.93,"US10006DS7","US","US","US","Reviewed","2016"
"23209","08/15/2016","02:59:01",-15.6542,-72.0092,"Earthquake",20,1.8,NA,5.5,"MWB",0.058,29,95,3.095,7.7,0.85,"US10006DU3","US","US","US","Reviewed","2016"
"23210","08/15/2016","07:04:41",37.4115,141.7203,"Earthquake",33,1.7,NA,5.6,"MWW",NA,NA,13,0.868,6,0.97,"US10006DVD","US","US","US","Reviewed","2016"
"23211","08/18/2016","04:30:09",-19.8352,148.7233,"Earthquake",10,1.8,NA,5.7,"MWW",NA,NA,30,2.335,7.1,0.82,"US10006EM9","US","US","US","Reviewed","2016"
"23212","08/18/2016","18:09:44",-55.9035,-123.2414,"Earthquake",10,1.7,NA,6,"MWW",NA,NA,50,27.905,7.7,0.95,"US10006ESJ","US","US","US","Reviewed","2016"
"23213","08/18/2016","18:49:44",-55.7274,-123.2773,"Earthquake",10,1.7,NA,5.5,"MWC",NA,NA,50,29.649,12.1,0.67,"US10006EW5","US","US","GCMT","Reviewed","2016"
"23214","08/19/2016","07:32:23",-55.2852,-31.8766,"Earthquake",10,1.7,NA,7.4,"MWW",NA,NA,18,2.852,8.4,0.79,"US10006EXL","US","US","US","Reviewed","2016"
"23215","08/19/2016","07:36:02",-55.335,-30.7714,"Earthquake",10,1.8,NA,5.7,"MB",0.13,21,112,3.471,8.3,1.03,"US10006GI2","US","US","US","Reviewed","2016"
"23216","08/19/2016","17:33:40",-55.215,-32.0659,"Earthquake",3.35,3.2,NA,5.8,"MWW",NA,NA,24,2.727,8.7,0.72,"US10006F6X","US","US","US","Reviewed","2016"
"23217","08/19/2016","20:37:16",-55.201,-32.1126,"Earthquake",6.79,3.1,NA,5.5,"MWB",0.062,25,45,2.697,7.6,0.72,"US10006F9K","US","US","US","Reviewed","2016"
"23218","08/20/2016","03:13:45",-22.9455,173.2749,"Earthquake",10,1.7,NA,5.5,"MWW",NA,NA,27,5.073,8.6,0.9,"US10006FCE","US","US","US","Reviewed","2016"
"23219","08/20/2016","09:01:26",40.3942,143.6796,"Earthquake",10,1.8,NA,6,"MWW",NA,NA,36,1.666,6.9,0.59,"US10006FDP","US","US","US","Reviewed","2016"
"23220","08/20/2016","15:58:05",40.3135,143.7281,"Earthquake",11,1.8,NA,5.8,"MWW",NA,NA,106,1.753,5.2,0.89,"US10006FFG","US","US","US","Reviewed","2016"
"23221","08/21/2016","03:45:24",-55.3133,-31.7508,"Earthquake",12,1.7,NA,6.1,"MWW",NA,NA,17,2.929,8.3,0.78,"US10006FIK","US","US","US","Reviewed","2016"
"23222","08/22/2016","09:33:08",29.8814,139.1356,"Earthquake",391,1.9,NA,5.6,"MWW",NA,NA,34,3.275,8.3,1.15,"US10006FQ7","US","US","US","Reviewed","2016"
"23223","08/23/2016","19:39:45",-7.2872,122.4345,"Earthquake",533,3.4,NA,6,"MWW",NA,NA,10,1.353,5.5,1.17,"US10006G2N","US","US","US","Reviewed","2016"
"23224","08/23/2016","19:40:47",-7.2131,122.5391,"Earthquake",520.29,5.1,NA,5.8,"MB",0.058,109,13,6.134,8.7,0.88,"US10006GJ0","US","US","US","Reviewed","2016"
"23225","08/24/2016","01:36:33",42.723,13.1877,"Earthquake",4.44,2.8,NA,6.2,"MWW",NA,NA,25,0.123,4.4,0.68,"US10006G7D","US","US","US","Reviewed","2016"
"23226","08/24/2016","02:33:29",42.8413,13.1533,"Earthquake",3.25,2.1,NA,5.6,"MWW",NA,NA,23,0.521,3.9,0.84,"US10006G7W","US","US","US","Reviewed","2016"
"23227","08/24/2016","10:34:55",20.9228,94.569,"Earthquake",82,1.9,NA,6.8,"MWW",NA,NA,17,1.802,5.9,1.05,"US10006GBF","US","US","US","Reviewed","2016"
"23228","08/24/2016","13:48:46",-2.9097,100.1775,"Earthquake",19,1.7,NA,5.6,"MWW",NA,NA,58,3.124,4.4,0.85,"US10006GF0","US","US","US","Reviewed","2016"
"23229","08/25/2016","17:04:43",30.6141,137.8537,"Earthquake",456,1.9,NA,5.9,"MWW",NA,NA,47,2.988,4.3,0.73,"US20006TY8","US","US","US","Reviewed","2016"
"23230","08/28/2016","07:23:52",-2.7862,138.4275,"Earthquake",41.82,3.6,NA,5.5,"MWW",NA,NA,13,6.172,7.3,0.79,"US20006URC","US","US","US","Reviewed","2016"
"23231","08/29/2016","04:29:58",-0.0456,-17.8255,"Earthquake",10,1.7,NA,7.1,"MWW",NA,NA,24,8.561,8.4,0.87,"US20006UY6","US","US","US","Reviewed","2016"
"23232","08/31/2016","03:11:34",-3.6849,152.7915,"Earthquake",476,1.9,NA,6.8,"MWW",NA,NA,12,0.803,8.1,0.63,"US10006IY0","US","US","US","Reviewed","2016"
"23233","08/31/2016","22:04:35",-37.132,178.9278,"Earthquake",15.41,3.2,NA,5.8,"MWW",NA,NA,27,0.655,7.8,0.92,"US10006J5Q","US","US","US","Reviewed","2016"
"23234","09/01/2016","16:37:57",-37.3586,179.1461,"Earthquake",19,1.7,NA,7,"MWW",NA,NA,21,0.698,6.8,0.88,"US10006JBI","US","US","US","Reviewed","2016"
"23235","09/01/2016","16:47:15",-37.4395,179.4941,"Earthquake",10.39,5.1,NA,5.5,"MB",0.158,18,201,0.952,6.4,1.19,"US10006JBT","US","US","US","Reviewed","2016"
"23236","09/01/2016","16:48:03",-37.2263,179.093,"Earthquake",16.81,0.8,NA,5.5,"MB",0.081,54,99,0.71,5.9,1.2,"US10006JP4","US","US","US","Reviewed","2016"
"23237","09/01/2016","17:01:08",-37.0174,178.8907,"Earthquake",10,1.7,NA,5.7,"MB",0.062,93,37,0.716,8.8,0.97,"US10006JC0","US","US","US","Reviewed","2016"
"23238","09/01/2016","17:14:06",-37.0522,178.9291,"Earthquake",13.73,3.2,NA,6.1,"MWW",NA,NA,56,0.711,7.6,0.86,"US10006JD4","US","US","US","Reviewed","2016"
"23239","09/01/2016","17:36:00",-37.0274,179.0179,"Earthquake",8.88,3.5,NA,5.5,"MWW",NA,NA,68,0.779,9.9,0.99,"US10006JDX","US","US","US","Reviewed","2016"
"23240","09/01/2016","19:18:32",-37.2309,178.6028,"Earthquake",10.47,2.8,NA,5.5,"MB",0.048,149,58,0.406,4.9,0.98,"US10006JF5","US","US","US","Reviewed","2016"
"23241","09/01/2016","20:04:17",0.5533,98.6145,"Earthquake",35,1.8,NA,5.5,"MWW",NA,NA,34,1.278,7.1,1.26,"US10006JG1","US","US","US","Reviewed","2016"
"23242","09/01/2016","20:06:10",-37.3176,178.7148,"Earthquake",10,1.8,NA,5.5,"MB",0.068,75,72,0.406,9.5,1,"US10006JFZ","US","US","US","Reviewed","2016"
"23243","09/02/2016","01:57:51",-55.3295,-30.9179,"Earthquake",8,1.7,NA,5.5,"MWB",0.062,25,25,3.389,8.9,0.92,"US10006JJ6","US","US","US","Reviewed","2016"
"23244","09/02/2016","11:23:06",-19.5002,-173.7059,"Earthquake",10,1.7,NA,5.5,"MWB",0.052,35,27,3.594,5.6,1.32,"US10006JMT","US","US","US","Reviewed","2016"
"23245","09/03/2016","03:27:57",40.3208333,-125.6876667,"Earthquake",28.57,31.61,21,5.64,"MW",NA,6,313,1.042,3.32,0.28,"NC72689331","NC","NC","NC","Reviewed","2016"
"23247","09/03/2016","14:04:48",20.2816,147.3955,"Earthquake",10,1.8,NA,5.5,"MB",0.039,231,49,5.241,8,0.68,"US10006JZI","US","US","US","Reviewed","2016"
"23248","09/04/2016","02:38:12",8.3989,125.8874,"Earthquake",16,1.6,NA,5.8,"MWW",NA,NA,14,1.355,6.9,0.94,"US10006K8F","US","US","US","Reviewed","2016"
"23249","09/05/2016","15:19:04",-37.127,178.6986,"Earthquake",27,1.8,NA,5.9,"MWW",NA,NA,62,0.535,8.8,1.06,"US10006KLG","US","US","US","Reviewed","2016"
"23250","09/05/2016","22:54:04",54.4153,168.5415,"Earthquake",8,1.8,NA,6.1,"MWW",NA,NA,33,3.718,6.5,0.94,"US10006KPQ","US","US","US","Reviewed","2016"
"23251","09/06/2016","04:13:31",-10.8889,165.9801,"Earthquake",40.14,3.9,NA,5.6,"MWW",NA,NA,25,6.111,8.1,0.79,"US10006MBT","US","US","US","Reviewed","2016"
"23252","09/08/2016","21:46:20",-54.6136,158.7126,"Earthquake",10,1.6,NA,6.1,"MWW",NA,NA,45,0.182,7.3,0.81,"US10006N6R","US","US","US","Reviewed","2016"
"23253","09/09/2016","00:03:45",-31.3775,-65.8254,"Earthquake",157.56,4.1,NA,5.6,"MWW",NA,NA,12,2.448,6.6,0.89,"US10006N81","US","US","US","Reviewed","2016"
"23254","09/10/2016","10:08:20",-5.573,-76.9536,"Earthquake",121,1.8,NA,6.1,"MWW",NA,NA,35,2.111,5.8,0.85,"US10006NKG","US","US","US","Reviewed","2016"
"23255","09/10/2016","12:27:33",-1.0355,31.6181,"Earthquake",40,1.9,NA,5.9,"MWW",NA,NA,21,5.634,8.9,0.88,"US10006NKX","US","US","US","Reviewed","2016"
"23256","09/12/2016","06:51:53",-28.7552,-112.3053,"Earthquake",10,1.7,NA,5.8,"MWW",NA,NA,52,2.995,10.2,0.73,"US10006NYK","US","US","US","Reviewed","2016"
"23257","09/14/2016","01:58:32",7.3736,-76.1686,"Earthquake",18,1.8,NA,6,"MWW",NA,NA,32,3.112,6.6,1.18,"US10006PDP","US","US","US","Reviewed","2016"
"23258","09/14/2016","07:25:00",-9.329,159.1673,"Earthquake",14,1.7,NA,6,"MWW",NA,NA,15,0.777,6.5,1.24,"US10006PFN","US","US","US","Reviewed","2016"
"23259","09/15/2016","05:57:24",12.44,-86.6423,"Earthquake",10,1.8,NA,5.7,"MWW",NA,NA,43,0.081,5,0.63,"US10006PPY","US","US","US","Reviewed","2016"
"23260","09/16/2016","18:38:05",-29.1551,60.9158,"Earthquake",10,1.7,NA,5.5,"MWB",0.062,25,18,9.226,8.7,0.59,"US10006Q7U","US","US","US","Reviewed","2016"
"23261","09/17/2016","01:20:18",-2.0829,140.5718,"Earthquake",9,1.7,NA,6,"MWW",NA,NA,12,6.79,7.3,0.94,"US10006QAS","US","US","US","Reviewed","2016"
"23262","09/17/2016","02:30:57",-4.4346,102.7537,"Earthquake",59.05,4.1,NA,5.5,"MB",0.049,145,39,0.214,8.1,0.8,"US10006QBK","US","US","US","Reviewed","2016"
"23263","09/17/2016","02:31:59",-16.0566,167.4862,"Earthquake",31,1.8,NA,5.8,"MWW",NA,NA,18,4.701,7.8,1.12,"US10006QBN","US","US","US","Reviewed","2016"
"23264","09/18/2016","07:17:37",-2.0354,140.4805,"Earthquake",10,1.7,NA,5.8,"MWW",NA,NA,18,6.881,7.6,0.72,"US10006QM4","US","US","US","Reviewed","2016"
"23265","09/20/2016","16:21:17",30.5017,142.0478,"Earthquake",9,1.6,NA,6.1,"MWW",NA,NA,19,3.225,4.2,0.49,"US10006R42","US","US","US","Reviewed","2016"
"23266","09/22/2016","16:07:27",-59.4722,-27.4883,"Earthquake",8,1.7,NA,5.5,"MWB",0.078,16,31,7.163,9.6,0.97,"US10006RP9","US","US","US","Reviewed","2016"
"23267","09/22/2016","20:06:12",-21.5525,33.4112,"Earthquake",10,1.7,NA,5.6,"MWW",NA,NA,39,4.724,8.9,1.17,"US10006RRF","US","US","US","Reviewed","2016"
"23268","09/23/2016","00:14:35",34.4619,141.6368,"Earthquake",10,1.7,NA,6.2,"MWW",NA,NA,17,1.376,6,0.83,"US10006RTE","US","US","US","Reviewed","2016"
"23269","09/23/2016","22:53:10",6.5717,126.4918,"Earthquake",65,1.8,NA,6.3,"MWW",NA,NA,13,1.032,2.3,0.93,"US10006S4V","US","US","US","Reviewed","2016"
"23270","09/23/2016","23:11:21",45.7275,26.6097,"Earthquake",92,1.8,NA,5.6,"MWW",NA,NA,10,0.307,4,0.96,"US10006S5C","US","US","US","Reviewed","2016"
"23271","09/24/2016","04:02:16",-32.6081,-178.0078,"Earthquake",10,1.7,NA,5.6,"MWW",NA,NA,36,3.353,8.8,0.88,"US10006S8F","US","US","US","Reviewed","2016"
"23272","09/24/2016","11:04:30",-1.9534,140.5974,"Earthquake",8,1.7,NA,5.9,"MWW",NA,NA,20,6.765,7.9,1.04,"US10006SAY","US","US","US","Reviewed","2016"
"23273","09/24/2016","11:09:44",-1.8499,140.5604,"Earthquake",13.76,3.1,NA,5.7,"MWC",NA,NA,25,6.804,7.7,0.87,"US10006SB0","US","US","GCMT","Reviewed","2016"
"23274","09/24/2016","21:07:16",-18.1706,-174.984,"Earthquake",202,1.8,NA,6.4,"MWW",NA,NA,17,4.879,8.2,0.87,"US10006SCL","US","US","US","Reviewed","2016"
"23275","09/24/2016","21:28:42",-19.7819,-178.2443,"Earthquake",596.4,3.5,NA,6.9,"MWW",NA,NA,9,4.051,9.2,0.82,"US10006SCR","US","US","US","Reviewed","2016"
"23276","09/25/2016","04:28:40",-32.3987,-177.7666,"Earthquake",10,1.7,NA,5.6,"MWW",NA,NA,55,3.146,7.4,1.16,"US10006SHR","US","US","US","Reviewed","2016"
"23277","09/26/2016","05:19:58",27.4646,128.578,"Earthquake",38,1.8,NA,5.7,"MWW",NA,NA,28,0.682,2.4,0.93,"US10006SP7","US","US","US","Reviewed","2016"
"23278","09/28/2016","16:48:56",12.4417,-86.5146,"Earthquake",7.56,2.5,NA,5.5,"MWW",NA,NA,90,0.188,5.9,0.79,"US10006TK4","US","US","US","Reviewed","2016"
"23279","09/29/2016","00:21:10",-35.6012,-103.8967,"Earthquake",10,1.7,NA,5.5,"MWC",NA,NA,36,9.639,10.1,0.73,"US10006TPD","US","US","GCMT","Reviewed","2016"
"23280","10/01/2016","00:33:01",-23.6806,-174.9261,"Earthquake",10,1.8,NA,5.6,"MWW",NA,NA,62,6.16,8.4,0.92,"US10006U90","US","US","US","Reviewed","2016"
"23281","10/04/2016","14:00:47",27.8519,141.9442,"Earthquake",35,1.9,NA,5.7,"MWW",NA,35,16,0.783,6.4,0.85,"USD0007JX3","US","US","US","Reviewed","2016"
"23282","10/05/2016","20:53:40",7.1427,-34.3336,"Earthquake",10,1.8,NA,5.5,"MWB",0.036,75,48,12.979,10.5,0.98,"US20007C73","US","US","US","Reviewed","2016"
"23283","10/06/2016","15:51:59",22.6258,121.436,"Earthquake",14,1.6,NA,5.8,"MWW",NA,NA,18,0.38,4.2,1.09,"US20007CCF","US","US","US","Reviewed","2016"
"23284","10/06/2016","20:57:09",-4.0427,-103.9169,"Earthquake",10,1.8,NA,5.6,"MWB",0.052,35,52,14.023,9.9,0.85,"US20007CFA","US","US","US","Reviewed","2016"
"23285","10/08/2016","04:37:41",-36.0277,-101.0092,"Earthquake",10,1.7,NA,5.6,"MWC",NA,NA,51,11.357,10.8,0.67,"US20007CRF","US","US","GCMT","Reviewed","2016"
"23286","10/08/2016","19:41:21",-37.1241,178.64,"Earthquake",35,1.8,NA,5.8,"MWW",NA,NA,27,0.511,7.6,0.76,"US20007CU1","US","US","US","Reviewed","2016"
"23287","10/09/2016","14:46:27",1.7703,127.449,"Earthquake",128,1.8,NA,5.8,"MWW",NA,NA,30,0.995,5.8,0.81,"US20007CYA","US","US","US","Reviewed","2016"
"23288","10/10/2016","08:35:06",-15.372,-174.8198,"Earthquake",10,1.8,NA,5.6,"MWB",0.06,27,65,3.284,8,1.19,"US20007D25","US","US","US","Reviewed","2016"
"23289","10/12/2016","03:21:24",-5.4151,153.5054,"Earthquake",11,1.8,NA,5.6,"MWW",NA,NA,23,1.807,6.9,0.87,"US20007DBW","US","US","US","Reviewed","2016"
"23290","10/13/2016","20:40:51",-35.4987,-103.9926,"Earthquake",10,1.7,NA,5.5,"MWB",0.078,16,134,9.512,8.8,1.11,"US20007DXQ","US","US","US","Reviewed","2016"
"23291","10/15/2016","08:03:38",-4.2735,150.3606,"Earthquake",442,1.9,NA,6.3,"MWW",NA,NA,18,1.661,9.2,0.98,"US20007EBU","US","US","US","Reviewed","2016"
"23292","10/15/2016","20:14:50",39.8063,20.6463,"Earthquake",22,1.8,NA,5.5,"MWW",NA,NA,26,0.661,4.6,0.85,"US20007EEC","US","US","US","Reviewed","2016"
"23293","10/17/2016","06:14:58",-6.0033,148.8871,"Earthquake",42,1.8,NA,6.8,"MWW",NA,NA,11,3.727,1.8,1.13,"US20007EPT","US","US","US","Reviewed","2016"
"23294","10/17/2016","07:14:51",32.8959,94.8768,"Earthquake",35,1.7,NA,5.9,"MWW",NA,NA,11,4.519,4.6,0.82,"US20007EQH","US","US","US","Reviewed","2016"
"23295","10/18/2016","16:36:42",-23.3265,-179.843,"Earthquake",540,1.9,NA,5.9,"MWW",NA,NA,16,5.892,9.3,0.79,"US20007F3S","US","US","US","Reviewed","2016"
"23296","10/18/2016","22:08:14",15.223,-61.5065,"Earthquake",146,1.8,NA,5.6,"MWW",NA,NA,19,0.273,5.5,0.83,"US20007F6L","US","US","US","Reviewed","2016"
"23297","10/19/2016","00:26:01",-4.8626,108.1627,"Earthquake",614,1.9,NA,6.6,"MWW",NA,NA,16,2.022,6.6,1.21,"US20007F7J","US","US","US","Reviewed","2016"
"23298","10/20/2016","00:09:27",13.3118,-44.8777,"Earthquake",10,1.8,NA,5.6,"MWW",NA,NA,32,11.185,9.3,0.73,"US20007FHV","US","US","US","Reviewed","2016"
"23299","10/20/2016","06:25:56",22.2432,143.7548,"Earthquake",104.46,3.6,NA,5.6,"MWW",NA,NA,13,5.037,8.2,0.87,"US20007FJ2","US","US","US","Reviewed","2016"
"23300","10/21/2016","05:07:23",35.3743,133.8092,"Earthquake",5.63,3.3,NA,6.2,"MWW",NA,NA,23,0.68,4.3,0.75,"US20007FTA","US","US","US","Reviewed","2016"
"23301","10/23/2016","20:25:27",44.0505,148.1035,"Earthquake",29,1.8,NA,5.9,"MWW",NA,NA,34,3.971,8,0.88,"US20007G96","US","US","US","Reviewed","2016"
"23302","10/23/2016","22:59:30",18.9017,-104.5714,"Earthquake",12,1.8,NA,5.6,"MWW",NA,NA,105,0.617,5.5,0.96,"US20007GA1","US","US","US","Reviewed","2016"
"23303","10/24/2016","01:55:07",-35.9934,-102.634,"Earthquake",10,1.8,NA,5.5,"MWB",0.061,26,41,10.54,10.8,1.03,"US20007GB2","US","US","US","Reviewed","2016"
"23304","10/25/2016","16:10:02",-15.3889,-174.8281,"Earthquake",10,1.8,NA,5.8,"MWW",NA,NA,65,3.298,9.3,1.07,"US20007GMI","US","US","US","Reviewed","2016"
